Name,Rank,fblink,twitterlink,fbname,fbid,date,Students,Academic staff,Administrative staff,Type,Website,fblikes,fbfollows,e2ma,cascade,siteimprove,qualtrics,service-now
University of Maine,168.0,USouthernMaine,UMaine,University of Southern Maine,9795912450.0,2020-04-22 19:01,11561.0,578.0,,Public,www.umaine.edu,17744,18276,NA,NA,NA,NA,NA
University of Wyoming,168.0,uwpride,Uwyonews,University of Wyoming,149637968562696.0,2020-04-22 19:01,12450.0,1025.0,1846.0,Public,www.uwyo.edu,65649,66208,NA,NA,NA,NA,NA
Andrews University,175.0,andrewsuniversity,AndrewsUniv,Andrews University,67314464585.0,2020-04-22 19:01,3366.0,254.0,,Private,www.andrews.edu,29888,30894,NA,NA,NA,NA,NA
Azusa Pacific University,175.0,azusapacific,azusapacific,Azusa Pacific University,19891038408.0,2020-04-22 19:01,10095.0,1235.0,1062.0,Private,apu.edu,45126,44993,NA,NA,NA,NA,NA
Edgewood College,175.0,edgewoodcollege,EdgewoodCollege,Edgewood College,110613318388.0,2020-04-22 19:01,,150.0,,Private,www.edgewood.edu,7552,7988,NA,NA,NA,NA,NA
Kent State University,175.0,kentstate,KentState,Kent State University,19249249844.0,2020-04-22 19:01,26804.0,2623.0,6822.0,Public,www.kent.edu,93246,94227,NA,NA,NA,NA,NA
West Virginia University,175.0,wvumountaineers,WestVirginiaU,West Virginia University,105579262808282.0,2020-04-22 19:01,29959.0,1870.0,7566.0,Public,wvu.edu,293397,288781,NA,NA,NA,NA,NA
Pace University,180.0,paceuniversity,PaceUniversity,Pace University,23489317340.0,2020-04-22 19:01,13312.0,1238.0,1527.0,Private,pace.edu,49260,50293,NA,NA,NA,NA,NA
St. Mary's University of Minnesota,180.0,smumn,smumn,St. Mary's University of Minnesota,110311202323091.0,2020-04-22 19:01,5900.0,96.0,,Private,www.smumn.edu,13483,13831,NA,NA,NA,NA,NA
University of New Mexico,180.0,universityofnewmexico,UNM,University of New Mexico,21749746264.0,2020-04-22 19:01,26278.0,,6899.0,Public,www.unm.edu,61474,64660,NA,NA,https://siteimprove.unm.edu,NA,NA
University of North Dakota,180.0,myUND,myUND,University of North Dakota,9275555010.0,2020-04-22 19:01,13581.0,823.0,2051.0,Public,www.und.edu,61474,64660,NA,NA,NA,NA,NA
University of South Dakota,180.0,UniversityofSouthDakota,usd,University of South Dakota,267498065938.0,2020-04-22 19:02,9971.0,453.0,,Public,www.usd.edu,21871,22689,NA,NA,NA,NA,NA
Bowling Green State University,185.0,26573965003,bgsu,Bowling Green State University,26573965003.0,2020-04-22 19:02,20395.0,1982.0,1916.0,Public,www.bgsu.edu,63423,63974,NA,NA,NA,NA,NA
North Dakota State University,185.0,ndsu.fargo,NDSU,Northa Dakota State University,23465078274.0,2020-04-22 19:02,13173.0,858.0,1720.0,Public,www.ndsu.edu,59967,59879,NA,NA,NA,NA,NA
South Dakota State University,187.0,SouthDakotaStateUniversity,SDState,South Dakota State University,88914146646.0,2020-04-22 19:02,12613.0,674.0,,Public,www.sdstate.edu,56071,56625,NA,NA,NA,NA,NA
University of Alabama,187.0,UAHuntsville,UAHuntsville,University of Alabama in Huntsville,105800559453373.0,2020-04-22 19:02,38563.0,1957.0,,Public,www.ua.edu,15228,15915,NA,NA,NA,NA,NA
University of Houston,187.0,universityofhouston,UHouston,University of Houston,271199144875.0,2020-04-22 19:02,42704.0,4038.0,,Public,uh.edu,188983,192830,NA,NA,NA,NA,NA
University of Nevada,187.0,UniversityofNevada,unevadareno,University of Nevada - Reno,8455795859.0,2020-04-22 19:02,21657.0,1528.0,,Public,www.unr.edu,57933,59951,NA,NA,NA,NA,NA
University of North Carolina,187.0,uncg1891,UNCG,The University of North Carolina at Greensboro - UNCG,107484458589.0,2020-04-22 19:02,239987.0,13564.0,30664.0,Public,www.northcarolina.edu,50815,51542,NA,NA,NA,NA,NA
Western Michigan University,187.0,wmich,wmunews,Western Michigan University,10022826163.0,2020-04-22 19:02,21470.0,864.0,,Public,www.wmich.edu,50815,51542,NA,NA,NA,NA,NA
Widener University,187.0,wideneruniversity,WidenerUniv,Widener University,88516856269.0,2020-04-22 19:02,6464.0,326.0,,Private,www.widener.edu,17115,17396,NA,NA,NA,NA,NA
Central Michigan University,194.0,cmich,CMUniversity,Central Michigan University,17606562865.0,2020-04-22 19:03,21705.0,1017.0,1441.0,Public,www.cmich.edu,89534,89135,NA,NA,NA,NA,NA
East Carolina University,194.0,EastCarolina,EastCarolina,East Carolina University,116593655069909.0,2020-04-22 19:03,29131.0,2004.0,3603.0,Public,www.ecu.edu,62590,64007,NA,NA,NA,NA,NA
South Carolina State University,194.0,113135285366837,SCSTATE1896,South Carolina State University,113135285366837.0,2020-04-22 19:03,2905.0,,,Public,www.scsu.edu,12274,12957,NA,NA,NA,NA,NA
University of Missouri,194.0,UMKansasCity,UMKansasCity,University of Missouri - Kansas City,106451999391470.0,2020-04-22 19:03,30046.0,3103.0,13804.0,Public,www.missouri.edu,33232,34404,NA,NA,NA,NA,NA
University of North Carolina,194.0,UNCCharlotte,uncc,University of North Carolina at Charlotte,107938585892881.0,2020-04-22 19:03,239987.0,13564.0,30664.0,Public,www.northcarolina.edu,77611,79184,NA,NA,NA,NA,NA
Ashland University,199.0,AshlandUniversity,Ashland_Univ,Ashland University,121733227868116.0,2020-04-22 19:03,5700.0,200.0,,Private,www.ashland.edu,16820,17114,NA,NA,NA,NA,NA
Indiana University,199.0,IUPUI,IndianaUniv,Indiana University-Purdue University Indianapolis (IUPUI),17389673405.0,2020-04-22 19:03,110436.0,8733.0,,Public,www.iu.edu,52235,53715,NA,NA,NA,NA,NA
Louisiana Tech University,199.0,latech,LATech,Louisiana Tech University,82256216314.0,2020-04-22 19:03,11957.0,,,Public,www.latech.edu,58455,57637,NA,NA,NA,NA,NA
New Mexico State University,199.0,newmexicostateuniversity,nmsu,New Mexico State University,39698831086.0,2020-04-22 19:03,24041.0,2519.0,,Public,www.nmsu.edu,57881,58875,NA,NA,NA,NA,NA
University of Colorado Denver,199.0,UCDenver,CUDenver,University of Colorado Denver,73610239330.0,2020-04-22 19:04,14947.0,4023.0,,Public,www.ucdenver.edu,51066,53005,NA,NA,NA,NA,NA
Barry University,,barryuniversity,BarryUniversity,Barry University,126706560675396.0,2020-04-22 19:05,8905.0,,,Private,www.barry.edu,120068,120036,NA,NA,NA,NA,NA
Benedictine University,,BenedictineUniversity,BenU1887,Benedictine University,33832613988.0,2020-04-22 19:05,,,,Private,www.ben.edu,13335,13629,NA,NA,NA,NA,NA
Bowie State University,,bowiestate,BowieState,Bowie State University,19847304467.0,2020-04-22 19:05,6171.0,220.0,372.0,Public,www.bowiestate.edu,13225,13796,NA,NA,NA,NA,NA
Cardinal Stritch University,,cardinalstritch,stritchu,Cardinal Stritch University,433392646710176.0,2020-04-22 19:05,2464.0,80.0,,Private,www.stritch.edu,4586,4771,NA,NA,NA,NA,NA
Clark Atlanta University,,ClarkAtlantaUniversity,CAU,Clark Atlanta University,465842833431510.0,2020-04-22 19:05,3289.0,,,Private,www.cau.edu,43117,45431,NA,NA,NA,NA,NA
Cleveland State University,,clevelandstateuniversity,CLE_State,Cleveland State University,68928662834.0,2020-04-22 19:05,17260.0,511.0,1000.0,Public,www.csuohio.edu,41227,42948,NA,NA,NA,NA,NA
East Tennessee State University,,easttennesseestateuniversity,etsu,East Tennessee State University,109864595698886.0,2020-04-22 19:05,14334.0,806.0,,Public,www.etsu.edu,31796,32303,NA,NA,NA,NA,NA
Florida A&M University,,FAMU1887,FAMU_1887,Florida A&M University,16502236883.0,2020-04-22 19:07,10031.0,630.0,,Public,www.famu.edu,84698,86290,NA,NA,NA,NA,NA
Florida Atlantic University,,FloridaAtlantic,FloridaAtlantic,Florida Atlantic University,72083467621.0,2020-04-22 19:07,30808.0,1598.0,1499.0,Public,www.fau.edu,77836,79892,NA,NA,NA,NA,NA
Florida International University,,floridainternational,FIU,Florida International University,19278722584.0,2020-04-22 19:07,58787.0,2338.0,9856.0,,www.fiu.edu,144768,146776,NA,NA,NA,NA,NA
Georgia Southern University,,GeorgiaSouthern,GeorgiaSouthern,Georgia Southern University,25545934041.0,2020-04-22 19:07,26408.0,,,Public,www.georgiasouthern.edu,91824,92525,NA,NA,NA,NA,NA
Georgia State University,,GeorgiaStateUniversity,GeorgiaStateU,Georgia State University,155336467863089.0,2020-04-22 19:07,52814.0,1586.0,3627.0,,www.gsu.edu,107720,109770,NA,NA,NA,NA,NA
Indiana State University,,IndianaState,indianastate,Indiana State University,38248226878.0,2020-04-22 19:07,12531.0,674.0,,Public,www.indstate.edu,42989,43181,NA,NA,NA,NA,NA
Indiana University of Pennsylvania,,iupedu,IndianaUniv,Indiana University of Pennsylvania,24467978227.0,2020-04-22 19:07,11325.0,700.0,,Public,www.iup.edu,56480,55989,NA,NA,NA,NA,NA
Jackson State University,,JacksonState,JacksonStateU,Jackson State University,19312397001.0,2020-04-22 19:08,7020.0,450.0,1208.0,Public,www.jsums.edu,56480,55989,NA,NA,NA,NA,NA
Lamar University,,LamarUniversity,LamarUniversity,Lamar University,11505429287.0,2020-04-22 19:08,15460.0,634.0,,Public,www.lamar.edu,52860,53448,NA,NA,NA,NA,NA
Lynn University,,LynnUniversity,LynnUniversity,Lynn University,8316917020.0,2020-04-22 19:08,3000.0,,,,lynn.edu,17776,18623,NA,NA,NA,NA,NA
Middle Tennessee State University,,mtsublueraiders,MTSUNews,Middle Tennessee State University (MTSU),13178216234.0,2020-04-22 19:08,21913.0,900.0,,Public,www.mtsu.edu,102083,101910,NA,NA,NA,NA,NA
Montana State University,,montanastate,montanastate,Montana State University,53472787405.0,2020-04-22 19:08,16902.0,1330.0,2300.0,Public,montana.edu,114950,115320,NA,NA,NA,NA,NA
Morgan State University,,morganstateu,MorganStateU,Morgan State University,140717161810.0,2020-04-22 19:08,7698.0,1556.0,437.0,Public,www.morgan.edu,56543,59021,NA,NA,NA,NA,NA
National Louis University,,NationalLouis,NationalLouisU,National Louis University,54486905469.0,2020-04-22 19:17,,,,,,16758,16600,NA,NA,NA,NA,NA
North Carolina A&T State University,,ncatsuaggies,ncatsuaggies,North Carolina A&T State University,262257370546.0,2020-04-22 19:19,12142.0,759.0,,Public,www.ncat.edu,62678,66762,NA,NA,NA,NA,NA
Northern Arizona University,,NAUFlagstaff,NAU,Northern Arizona University,17091779559.0,2020-04-22 19:19,30736.0,1151.0,,Public,www.nau.edu,78290,79647,NA,NA,NA,NA,NA
Northern Illinois University,,NorthernIllUniv,NIUlive,Northern Illinois University,75011561973.0,2020-04-22 19:19,20015.0,,,Public,www.niu.edu,80435,79794,NA,NA,NA,NA,NA
Nova Southeastern University,,NovaSoutheastern,NovaSE,Nova Southeastern University,62550624720.0,2020-04-22 19:19,20435.0,,,Private,www.nova.edu,80435,79794,NA,NA,NA,NA,NA
Oakland University,,oaklandu,oaklandu,Oakland University,16479682578.0,2020-04-22 19:19,20012.0,,,Public,www.oakland.edu,48519,49079,NA,NA,NA,NA,NA
Old Dominion University,,Old.Dominion.University,ODUnow,Old Dominion University,113476155329739.0,2020-04-22 19:19,25000.0,1023.0,,Public,www.odu.edu,67881,68247,NA,NA,NA,NA,NA
Our Lady of the Lake University,,OurLadyoftheLakeUniversity,OLLUnivSATX,Our Lady of the Lake University,104075309629195.0,2020-04-22 19:19,3173.0,,,Private,www.ollusa.edu,8712,9031,NA,NA,NA,NA,NA
Portland State University,,portlandstatefans,Portland_State,Portland State University,60470598871.0,2020-04-22 19:19,28241.0,1764.0,678.0,Public,www.pdx.edu,8712,9031,NA,NA,NA,NA,NA
Regent University,,regentuniversity,RegentU,Regent University,56413203511.0,2020-04-22 19:20,8630.0,685.0,402.0,Private,Official website,134918,135578,NA,NA,NA,NA,NA
Sam Houston State University,,samhoustonstate,SamHoustonState,Sam Houston State University,25099076618.0,2020-04-22 19:20,21213.0,598.0,,Public,www.shsu.edu,86913,84782,NA,NA,NA,NA,NA
